OrderID,OrderDate,Region,City,RepID,ProductID,Channel,CustomerSegment,Units,UnitPrice,DiscountPct,ShipDays,Returned
ORD-101196,2025-07-12,North,Delhi,R210,P1005,Online,Consumer,5,28121.5,0.0,3.0,No
ORD-104351,2025-08-28,East,Guwahati,R204,P1008,Retail,Corporate,2,42533.47,0.0,5.0,No
ORD-100470,2025-06-07,West,Ahmedabad,R209,P1027,Online,SMB,1,22463.94,0.15,7.0,No
ORD-104882,2024-03-11,South,Bengaluru,R207,P1031,Retail,SMB,4,830.67,0.0,10.0,No
ORD-103610,2025-06-01,East,Bhubaneswar,R216,P1012,Partner,Consumer,3,92322.95,0.05,1.0,No
ORD-101789,2024-02-01,East,Guwahati,R208,P1040,Online,SMB,6,853.81,0.0,1.0,No
ORD-102411,2025-09-17,East,Kolkata,R204,P1035,Partner,Consumer,4,323.55,0.0,7.0,No
ORD-104998,2024-07-19,North,Chandigarh,R218,P1045,Online,Corporate,4,444.41,0.15,5.0,No
ORD-100204,2024-06-25,NORTH,Jaipur,R218,P1025,Retail,Corporate,5,16801.69,0.0,11.0,No
ORD-102822,2024-11-11,North,Delhi,R202,P1011,Retail,Consumer,5,60549.09,0.0,5.0,No
ORD-103120,2025-10-19,North,Jaipur,R202,P1044,Partner,SMB,5,901.44,0.05,7.0,Yes
ORD-105128,2024-12-17,West,Mumbai,R209,P1008,Retail,Corporate,4,41892.36,0.0,3.0,No
ORD-102005,2025-05-20,South,Bengaluru,R219,P1035,Retail,Consumer,3,329.95,0.15,3.0,No
ORD-105603,2024-02-21,East,Bhubaneswar,R200,P1050,Partner,Consumer,4,14931.69,0.0,1.0,No
ORD-103406,2025-09-19,North,Chandigarh,R206,P1014,Retail,SMB,2,38541.96,0.15,8.0,No
ORD-105999,2024-03-02,South,Hyderabad,R211,P1009,Retail,Consumer,3,45062.71,0.0,11.0,No
ORD-102650,2024-05-23,North,Chandigarh,R214,P1051,Retail,SMB,2,34376.36,0.05,6.0,No
ORD-102747,2024-04-18,East,Bhubaneswar,R216,P1010,Retail,Consumer,1,74860.69,0.0,3.0,No
ORD-103116,2024-08-07,West,Pune,R201,P1044,Partner,SMB,2,876.2,0.2,7.0,Yes
ORD-102352,2024-05-21,East,Guwahati,R216,P1035,Retail,Consumer,1,332.1,0.0,8.0,No
ORD-101754,2025-03-25,North,Chandigarh,R214,P1028,Partner,Consumer,2,22751.8,0.0,7.0,No
ORD-101215,2025-10-18,North,Chandigarh,R214,P1053,Partner,Corporate,4,31548.09,0.0,8.0,No
ORD-104106,2024-11-02,South,Chennai,R219,P1048,Retail,Consumer,5,17366.25,0.0,7.0,No
ORD-105346,2024-07-30,East,Bhubaneswar,R208,P1036,Online,SMB,4,479.47,0.0,7.0,No
ORD-104887,2024-08-05,West,Mumbai,R209,P1016,Online,Consumer,3,24679.92,0.05,5.0,Yes
ORD-101451,2024-11-21,East,Guwahati,R208,P1042,Retail,Consumer,2,848.5,0.0,10.0,No
ORD-102215,2025-10-31,East,Guwahati,R216,P1005,Online,Consumer,5,28963.3,0.0,5.0,No
ORD-103665,2025-03-30,East,Patna,R212,P1024,Online,Corporate,2,13309.23,0.05,7.0,No
ORD-101903,2025-08-26,West,Surat,R213,P1027,Partner,SMB,1,22538.1,0.0,8.0,No
ORD-100979,2024-10-20,West,Mumbai,R217,P1033,Partner,Corporate,6,853.32,0.0,8.0,No
ORD-100549,2024-11-16,East,Guwahati,R200,P1049,Retail,Corporate,4,15361.12,0.0,5.0,No
ORD-103167,2025-04-20,North,Chandigarh,R210,P1015,Partner,SMB,3,32291.31,0.0,11.0,No
ORD-105776,2025-06-25,North,Delhi,R206,P1044,Online,SMB,4,876.5,0.0,6.0,No
ORD-104733,2024-08-31,East,Guwahati,R212,P1026,Partner,Consumer,2,8536.89,0.0,,No
ORD-102266,2024-03-26,East,Guwahati,R212,P1051,Partner,Corporate,6,34708.31,0.0,1.0,No
ORD-105311,2024-12-26,West,Pune,R217,P1040,Retail,Consumer,9,867.48,0.0,9.0,Yes
ORD-101425,2025-04-22,North,Delhi,R214,P1031,Retail,Corporate,-3,851.6,0.0,3.0,No
ORD-104157,2024-04-07,South,Kochi,R215,P1043,Retail,Consumer,4,273.82,0.05,11.0,No
ORD-103319,2024-10-08,East,Kolkata,R216,P1011,Online,SMB,3,63214.98,0.0,11.0,No
ORD-104445,2024-10-06,South,Hyderabad,R207,P1025,Retail,SMB,6,16412.78,0.05,10.0,No
ORD-100576,2024-06-02,East,Bhubaneswar,R208,P1008,Retail,Consumer,3,42135.26,0.0,11.0,No
ORD-102807,2024-09-03,South,Kochi,R211,P1008,Online,Consumer,2,41552.0,0.1,9.0,No
ORD-101452,2025-02-23,South,Bengaluru,R219,P1035,Partner,Corporate,3,333.47,0.0,6.0,No
ORD-103099,2024-06-27,South,Kochi,R203,P1009,Retail,SMB,3,45458.4,0.0,9.0,No
ORD-104930,2024-03-26,North,Delhi,R202,P1020,Retail,SMB,2,12345.38,0.0,9.0,No
ORD-100445,2024-09-19,South,Bengaluru,R215,P1006,Online,Corporate,2,49950.82,0.05,1.0,No
ORD-104136,2024-12-13,South,Bengaluru,R203,P1049,Partner,Corporate,1,15361.71,0.05,8.0,Yes
ORD-105199,2025-01-03,East,Patna,R216,P1036,Partner,SMB,2,470.65,0.0,11.0,No
ORD-100627,2025-10-08,North,Jaipur,R218,P1037,Retail,SMB,6,884.79,0.0,3.0,No
ORD-100347,2024-05-03,South,Bengaluru,R207,P1049,Retail,SMB,4,15118.56,0.0,11.0,No
ORD-100341,2025-10-27,North,Lucknow,R214,P1034,Partner,SMB,6,730.72,0.05,1.0,No
ORD-105220,2024-01-19,North,Lucknow,R218,P1051,Retail,Corporate,4,34323.33,0.0,4.0,No
ORD-105830,2024-10-15,South,Hyderabad,R211,P1002,Partner,SMB,10,78821.87,0.0,6.0,No
ORD-100777,2025-06-05,East,Kolkata,R212,P1040,Online,SMB,3,865.8,0.05,9.0,No
ORD-105166,2025-03-18,North,Chandigarh,R206,P1028,Partner,Corporate,2,22296.47,0.0,7.0,No
ORD-104081,2024-01-11,North,Lucknow,R206,P1052,Online,SMB,3,19220.36,0.05,8.0,No
ORD-104164,2025-08-18,South,Chennai,R219,P1050,Online,SMB,1,14709.34,0.15,2.0,No
ORD-105674,2025-03-03,North,Jaipur,R210,P1024,Partner,Corporate,-3,12624.92,0.05,2.0,No
ORD-104371,2024-06-09,South,Hyderabad,R219,P1029,Partner,SMB,1,15728.69,0.0,2.0,No
ORD-100303,2025-01-12,South,Hyderabad,R203,P1022,Retail,Consumer,1,18504.47,0.0,10.0,No
ORD-100926,2024-01-25,East,Kolkata,R200,P1033,Online,SMB,4,855.55,0.0,7.0,No
ORD-101072,2025-02-14,North,Lucknow,R210,P1047,Partner,Corporate,3,19123.32,0.0,11.0,No
ORD-100675,2025-04-02,South,Bengaluru,R211,P1015,Online,SMB,5,32251.11,0.0,3.0,No
ORD-105044,2025-06-13,North,Delhi,R218,P1029,Partner,Corporate,3,16263.57,0.05,7.0,No
ORD-102308,2025-06-01,South,Kochi,R211,P1040,Retail,Corporate,3,880.97,0.0,9.0,No
ORD-102975,2024-05-05,West,Surat,R217,P1044,Online,Corporate,2,875.43,0.0,3.0,No
ORD-100584,2024-05-11,North,Chandigarh,R210,P1054,Partner,Corporate,2,18981.93,0.0,4.0,No
ORD-102012,2024-12-17,North,Jaipur,R202,P1037,Retail,Consumer,2,905.26,0.0,6.0,No
ORD-104577,2024-10-31,East,Kolkata,R216,P1025,Online,SMB,5,16904.63,0.0,6.0,No
ORD-104305,2024-06-13,West,Mumbai,R213,P1015,Retail,Consumer,3,32600.67,0.0,8.0,No
ORD-105178,2025-02-11,North,Jaipur,R206,P1049,Partner,Consumer,2,14967.31,0.05,7.0,Yes
ORD-104954,2024-03-09,West,Ahmedabad,R213,P1027,Retail,SMB,1,23009.3,0.0,5.0,No
ORD-105553,2024-05-10,North,Lucknow,R214,P1034,Partner,SMB,1,710.2,0.0,11.0,No
ORD-104269,2025-10-25, East,Kolkata,R200,P1043,Online,Corporate,3,275.68,0.05,7.0,No
ORD-102869,2025-03-04,East,Guwahati,R216,P1049,Online,Corporate,3,15352.99,0.0,8.0,No
ORD-100241,2025-05-03,South,Kochi,R219,P1015,Online,Corporate,4,32571.4,0.0,11.0,No
ORD-101862,2025-05-27,West,Ahmedabad,R209,P1021,Online,Corporate,3,16735.15,0.0,4.0,Yes
ORD-101479,2025-03-11,South,Bengaluru,R219,P1033,Partner,SMB,4,835.27,0.05,4.0,No
ORD-102014,2025-02-08,North,Lucknow,R202,P1003,Retail,Corporate,1,32394.99,0.05,10.0,No
ORD-103245,2024-04-25,East,Patna,R208,P1048,Online,SMB,1,17620.66,0.15,5.0,No
ORD-105658,2024-09-01,East,Kolkata,R208,P1014,Partner,Corporate,3,40417.28,0.0,6.0,No
ORD-100786,2025-05-23,West,Surat,R205,P1029,Online,SMB,5,15722.76,0.0,1.0,No
ORD-103828,2024-06-27,West,Mumbai,R205,P1016,Partner,SMB,2,25076.66,0.05,6.0,No
ORD-100170,2024-03-27,West,Ahmedabad,R213,P1049,Retail,SMB,2,15315.81,0.0,10.0,No
ORD-102536,2025-10-10,East,Kolkata,R204,P1033,Online,SMB,7,839.35,0.0,11.0,No
ORD-103266,2025-01-31,West,Mumbai,R217,P1035,Partner,Consumer,4,331.12,0.0,9.0,No
ORD-103733,2024-02-23,South,Hyderabad,R203,P1011,Retail,Consumer,2,61790.74,0.1,11.0,No
ORD-100896,2025-10-10,West,Surat,R201,P1014,Online,SMB,4,39578.66,0.0,10.0,No
ORD-103509,2025-11-10,West,Surat,R217,P1027,Online,SMB,11,22412.85,0.0,8.0,No
ORD-105633,2024-07-21,East,Bhubaneswar,R216,P1003,Retail,SMB,1,32545.85,0.0,4.0,No
ORD-102775,2024-02-08,South,Bengaluru,R219,P1025,Online,SMB,3,16424.37,0.0,7.0,No
ORD-101376,2024-11-30,South,Hyderabad,R219,P1016,Partner,SMB,11,25546.9,0.05,8.0,No
ORD-105651,2025-07-04,South,Kochi,R211,P1026,Online,Corporate,5,8686.01,0.2,4.0,No
ORD-101446,2024-10-23,South,Chennai,R203,P1014,Retail,Consumer,4,40051.78,0.1,10.0,Yes
ORD-105671,2025-04-23,West,Pune,R205,P1032,Online,Corporate,4,847.99,0.0,1.0,No
ORD-105185,2025-04-22,South,Hyderabad,R203,P1033,Retail,SMB,2,875.27,0.0,7.0,No
ORD-100477,2025-02-12,West,Ahmedabad,R205,P1007,Online,Consumer,-2,68724.69,0.0,7.0,No
ORD-103104,2025-06-15,North,Lucknow,R210,P1017,Retail,Consumer,2,12586.03,0.05,8.0,No
ORD-101617,2024-11-24,South,Bengaluru,R215,P1043,Retail,Consumer,3,282.28,0.1,4.0,Yes
ORD-100337,2024-02-20,West,Pune,R205,P1042,Retail,Consumer,3,859.5,0.0,1.0,No
ORD-101895,2024-08-12,East,Kolkata,R204,P1019,Retail,Corporate,3,9365.09,0.15,6.0,No
ORD-100320,2025-09-07,East,Patna,R216,P1007,Retail,Corporate,3,66647.38,0.05,5.0,Yes
ORD-102129,2024-09-26,West,Pune,R205,P1007,Online,SMB,2,65396.9,0.0,7.0,No
ORD-105196,2024-10-08,West,Surat,R209,P1016,Retail,Consumer,5,24666.81,0.05,5.0,No
ORD-105538,2025-01-18, North,Lucknow,R210,P1039,Partner,Corporate,3,595.93,0.1,7.0,No
ORD-100635,2025-04-04,West,Surat,R205,P1021,Online,SMB,3,16866.91,0.05,2.0,No
ORD-100620,2024-02-03,West,Surat,R209,P1012,Partner,Corporate,2,92033.07,0.1,11.0,No
ORD-103833,2024-12-25,South,Kochi,R219,P1002,Online,Consumer,6,78482.69,0.0,,No
ORD-103488,2025-09-20,East,Kolkata,R204,P1011,Partner,Consumer,1,62371.51,0.0,4.0,No
ORD-101658,2024-11-01,East,Bhubaneswar,R204,P1021,Retail,Consumer,6,16803.43,0.0,10.0,No
ORD-102102,2024-06-08,North,Jaipur,R210,P1017,Online,Consumer,4,12285.16,0.0,3.0,No
ORD-103741,2024-04-25,North,Delhi,R206,P1002,Online,SMB,4,78426.77,0.15,6.0,No
ORD-102186,2025-09-11,East,Patna,R216,P1033,Partner,Consumer,6,864.78,0.0,5.0,No
ORD-105969,2025-01-11,South,Hyderabad,R207,P1004,Retail,SMB,1,73116.05,0.0,,No
ORD-103939,2024-09-21,North,Delhi,R210,P1045,Retail,Consumer,2,436.86,0.0,9.0,No
ORD-105532,2025-03-01,North,Jaipur,R214,P1045,Retail,SMB,5,437.39,0.05,7.0,No
ORD-103891,2025-01-23,East,Guwahati,R200,P1003,Partner,Consumer,4,32729.97,0.0,1.0,No
ORD-103134,2025-06-13,South,Bengaluru,R211,P1042,Online,Consumer,3,869.16,0.0,10.0,No
ORD-104679,2024-08-19,East,Guwahati,R212,P1049,Partner,Corporate,3,15523.8,0.1,10.0,No
ORD-104183,2024-09-08,East,Kolkata,R216,P1034,Retail,Consumer,2,716.94,0.2,4.0,No
ORD-103214,2025-12-12,South,Kochi,R211,P1044,Online,SMB,6,876.56,0.15,7.0,No
ORD-102794,2024-02-02,East,Bhubaneswar,R212,P1007,Partner,Consumer,2,66669.41,0.0,11.0,No
ORD-100681,2024-06-12,South,Hyderabad,R219,P1039,Online,SMB,4,576.46,0.0,3.0,No
ORD-102312,2024-06-16,South,Bengaluru,R203,P1008,Retail,Corporate,6,41014.92,0.0,6.0,No
ORD-101709,2025-08-28,East,Kolkata,R212,P1052,Retail,Consumer,5,18921.88,0.0,9.0,No
ORD-102298,2024-09-21,North,Lucknow,R206,P1010,Online,Corporate,3,72406.33,0.0,1.0,No
ORD-104718,2024-04-08,East,Bhubaneswar,R208,P1005,Partner,Corporate,7,28433.84,0.0,5.0,No
ORD-101261,2025-08-19,West,Ahmedabad,R205,P1050,Online,Consumer,4,14371.61,0.0,4.0,No
ORD-104566,2024-11-21,West,Pune,R213,P1010,Online,Corporate,4,74183.41,0.0,4.0,No
ORD-103415,2025-07-05,South,Kochi,R203,P1041,Retail,SMB,2,801.9,0.0,7.0,No
ORD-104538,2025-11-15,East,Bhubaneswar,R208,P1023,Online,Corporate,3,24782.79,0.0,9.0,No
ORD-101950,2025-05-21,South,Chennai,R203,P1042,Online,SMB,3,865.37,0.1,8.0,No
ORD-105302,2024-03-08,East,Bhubaneswar,R204,P1011,Partner,Corporate,4,60695.13,0.0,5.0,No
ORD-104468,2024-03-16,South,Bengaluru,R207,P1035,Partner,SMB,3,324.33,0.05,5.0,No
ORD-100022,2025-02-27,East,Patna,R212,P1040,Online,Corporate,2,877.12,0.2,1.0,No
ORD-100735,2025-11-10,North,Delhi,R210,P1030,Retail,SMB,6,8264.21,0.05,2.0,No
ORD-100536,2025-07-18,South,Bengaluru,R219,P1034,Retail,SMB,3,706.61,0.05,1.0,No
ORD-104108,2025-04-14,East,Guwahati,R216,P1042,Retail,Corporate,4,836.63,0.0,1.0,No
ORD-102769,2024-07-22,North,Delhi,R218,P1042,Retail,Corporate,3,835.69,0.0,6.0,Yes
ORD-101585,2024-04-05,East,Guwahati,R204,P1009,Retail,Consumer,3,43684.02,0.0,1.0,No
ORD-103528,2024-01-22,West,Ahmedabad,R217,P1029,Partner,Consumer,4,16016.17,0.0,3.0,No
ORD-104091,2024-01-30,EAST,Kolkata,R208,P1050,Retail,Consumer,3,14653.61,0.0,3.0,No
ORD-101349,2025-10-10,South,Kochi,R207,P1055,Online,SMB,6,13745.84,0.15,9.0,No
ORD-103125,2024-09-12,East,Kolkata,R204,P1038,Retail,Corporate,4,335.13,0.1,2.0,No
ORD-100866,2024-06-03,West,Surat,R213,P1022,Retail,SMB,4,18014.6,0.0,8.0,Yes
ORD-101127,2025-05-08,South,Bengaluru,R207,P1012,Retail,Consumer,2,87840.61,0.0,10.0,No
ORD-104926,2024-10-07,West,Mumbai,R209,P1021,Online,SMB,6,16838.79,0.15,5.0,No
ORD-105976,2024-12-22,East,Guwahati,R212,P1013,Retail,SMB,3,58933.59,0.1,,No
ORD-100122,2024-08-13,North,Jaipur,R214,P1026,Retail,Corporate,2,8385.17,0.1,5.0,No
ORD-105867,2024-03-03,North,Delhi,R218,P1041,Retail,Corporate,4,845.49,0.0,6.0,No
ORD-102831,2024-09-19,North,Jaipur,R218,P1039,Online,Corporate,2,588.26,0.0,11.0,No
ORD-105568,2025-02-15,East,Guwahati,R216,P1004,Retail,Consumer,2,73226.44,0.2,1.0,No
ORD-101767,2024-09-26,East,Kolkata,R204,P1035,Partner,Corporate,4,339.15,0.2,9.0,No
ORD-104919,2024-11-18,North,Delhi,R218,P1014,Online,Corporate,4,40192.29,0.15,11.0,No
ORD-105831,2024-10-07,North,Lucknow,R202,P1043,Retail,Corporate,4,281.6,0.0,4.0,No
ORD-104026,2025-07-22,East,Patna,R200,P1027,Online,Consumer,4,23169.49,0.05,9.0,No
ORD-101607,2024-05-14,East,Kolkata,R216,P1025,Retail,Corporate,1,17069.43,0.05,2.0,No
ORD-102095,2025-12-27,South,Bengaluru,R203,P1041,Online,Consumer,6,814.14,0.15,1.0,No
ORD-105443,2025-09-26,North,Lucknow,R206,P1020,Retail,Corporate,2,11770.94,0.0,5.0,No
ORD-103936,2025-04-26,North,Chandigarh,R206,P1016,Online,Corporate,4,24180.64,0.0,7.0,No
ORD-102421,2025-03-27,North,Lucknow,R206,P1038,Retail,SMB,2,327.61,0.0,8.0,No
ORD-105002,2024-12-04,North,Chandigarh,R206,P1023,Retail,Corporate,5,25564.17,0.0,10.0,No
ORD-101797,2025-05-24,West,Ahmedabad,R209,P1020,Online,Corporate,5,12368.36,0.1,2.0,No
ORD-104824,2024-03-01,West,Ahmedabad,R201,P1002,Retail,SMB,2,75315.76,0.1,8.0,No
ORD-105560,2025-05-09,East,Bhubaneswar,R216,P1054,Retail,Consumer,3,18101.76,0.0,11.0,No
ORD-104455,2024-09-01,East,Guwahati,R200,P1045,Retail,Consumer,4,452.88,0.0,10.0,No
ORD-101506,2025-09-02,North,Lucknow,R206,P1015,Partner,SMB,2,33007.29,0.0,3.0,No
ORD-102557,2025-11-24,East,Bhubaneswar,R208,P1026,Online,Consumer,5,8481.23,0.0,1.0,No
ORD-105032,2024-05-26,West,Pune,R205,P1019,Online,Corporate,3,9499.6,0.0,2.0,No
ORD-102474,2024-07-16,North,Lucknow,R210,P1030,Partner,Consumer,4,8190.96,0.0,3.0,No
ORD-103869,2025-12-30,North,Delhi,R210,P1026,Partner,Consumer,4,8515.1,0.0,2.0,No
ORD-104017,2025-10-17,North,Delhi,R210,P1033,Partner,SMB,6,856.54,0.05,1.0,No
ORD-100167,2025-06-08,North,Jaipur,R206,P1022,Retail,SMB,3,18375.86,0.0,3.0,No
ORD-101193,2024-01-28,West,Ahmedabad,R213,P1052,Retail,Consumer,4,18952.98,0.2,4.0,No
ORD-102937,2024-05-18,East,Kolkata,R200,P1019,Partner,Corporate,1,9633.62,0.05,1.0,No
ORD-103431,2025-01-07,South,Hyderabad,R203,P1027,Online,Corporate,1,23419.27,0.0,4.0,No
ORD-103180,2024-10-06,South,Kochi,R207,P1040,Retail,Consumer,10,860.14,0.0,9.0,No
ORD-101220,2024-07-13,North,Delhi,R218,P1018,Partner,SMB,3,13984.86,0.0,11.0,No
ORD-103698,2024-01-21,North,Delhi,R202,P1009,Online,SMB,3,42945.6,0.05,1.0,No
ORD-101194,2024-01-22,West,Ahmedabad,R209,P1030,Online,Corporate,3,8155.63,0.0,7.0,No
ORD-102627,2025-07-27,North,Delhi,R214,P1008,Partner,Consumer,2,42067.56,0.0,1.0,No
ORD-102364,2024-06-26,South,Chennai,R203,P1055,Partner,Consumer,1,13774.48,0.1,3.0,No
ORD-103002,2025-08-30,East,Bhubaneswar,R204,P1032,Online,Corporate,1,869.03,0.0,6.0,No
ORD-100078,2025-08-02,West,Surat,R201,P1010,Online,Consumer,2,75442.28,0.0,6.0,No
ORD-101698,2024-01-31,West,Mumbai,R217,P1005,Online,SMB,3,29045.14,0.0,2.0,No
ORD-104541,2025-03-01,South,Hyderabad,R203,P1024,Online,Consumer,3,13304.71,0.05,5.0,No
ORD-102476,2025-06-13,East,Guwahati,R212,P1033,Retail,Corporate,4,872.69,0.15,3.0,No
ORD-103872,2025-10-31,East,Patna,R204,P1009,Online,Consumer,3,43237.16,0.2,7.0,No
ORD-103409,2024-08-19,South,Bengaluru,R219,P1032,Retail,Consumer,3,861.27,0.0,8.0,No
ORD-104709,2025-12-09,West,Surat,R201,P1033,Online,Corporate,3,877.32,0.15,3.0,No
ORD-102755,2024-07-18,West,Ahmedabad,R213,P1028,Online,Corporate,5,21821.81,0.0,6.0,No
ORD-104853,2024-06-24,East,Patna,R208,P1029,Online,SMB,2,16266.46,0.1,11.0,No
ORD-102190,2025-12-27,East,Kolkata,R204,P1051,Retail,Consumer,3,33582.17,0.05,10.0,No
ORD-100370,2024-04-06,East,Guwahati,R200,P1005,Partner,SMB,4,29598.44,0.0,5.0,No
ORD-100485,2024-05-23,North,Lucknow,R218,P1034,Retail,SMB,1,714.28,0.0,1.0,No
ORD-104902,2024-08-07,South,Chennai,R203,P1035,Partner,SMB,3,339.41,0.0,6.0,No
ORD-103474,2024-05-03,North,Chandigarh,R210,P1015,Partner,SMB,-4,33677.01,0.0,4.0,No
ORD-103330,2025-07-28,North,Jaipur,R206,P1051,Retail,SMB,2,33957.5,0.05,3.0,No
ORD-100520,2025-05-11,South,Chennai,R211,P1005,Online,Consumer,8,28335.85,0.15,8.0,No
ORD-100571,2024-08-23,West,Ahmedabad,R209,P1035,Retail,Consumer,3,321.93,0.0,7.0,Yes
ORD-102647,2025-11-08,North,Lucknow,R214,P1029,Partner,SMB,3,16444.59,0.0,10.0,No
ORD-103897,2024-11-09,North,Chandigarh,R202,P1017,Partner,Corporate,3,12666.36,0.0,7.0,No
ORD-102281,2025-04-21,West,Ahmedabad,R213,P1040,Partner,Consumer,1,838.34,0.0,10.0,No
ORD-101943,2025-11-14,South,Bengaluru,R215,P1038,Retail,SMB,6,333.5,0.15,5.0,No
ORD-102816,2024-01-31,East,Patna,R208,P1002,Online,SMB,3,77482.97,0.0,5.0,No
ORD-100947,2024-01-06,North,Chandigarh,R218,P1050,Retail,Corporate,4,15107.53,0.0,2.0,No
ORD-103119,2024-11-21,East,Bhubaneswar,R204,P1011,Retail,SMB,3,62165.84,0.0,5.0,No
ORD-105550,2024-03-20,West,Mumbai,R213,P1018,Retail,Corporate,2,13380.03,0.0,7.0,No
ORD-102356,2024-05-24,East,Guwahati,R204,P1018,Partner,Consumer,1,13361.87,0.1,3.0,No
ORD-105078,2024-05-10,South,Chennai,R207,P1039,Partner,SMB,1,602.18,0.0,3.0,No
ORD-105536,2024-03-25,West,Pune,R213,P1037,Retail,SMB,5,921.08,0.0,1.0,No
ORD-101489,2025-06-15,West,Pune,R201,P1015,Partner,Corporate,2,32467.69,0.15,8.0,Yes
ORD-104697,2024-12-09,North,Jaipur,R210,P1002,Retail,Consumer,5,76151.36,0.0,2.0,No
ORD-103958,2025-08-07,West,Mumbai,R205,P1029,Partner,Consumer,3,16236.65,0.0,2.0,No
ORD-103876,2025-06-20,East,Bhubaneswar,R212,P1034,Partner,Consumer,4,716.03,0.0,9.0,No
ORD-101096,2024-01-28,North,Jaipur,R202,P1028,Partner,SMB,3,23030.12,0.05,1.0,No
ORD-102124,2024-04-25,East,Bhubaneswar,R208,P1002,Retail,SMB,2,77540.45,0.15,11.0,No
ORD-105077,2025-07-14,West,Surat,R217,P1010,Partner,Corporate,2,74545.32,0.0,3.0,No
ORD-103445,2024-04-03,South,Bengaluru,R203,P1016,Partner,Consumer,3,24083.08,0.0,2.0,No
ORD-102655,2024-05-23,South,Bengaluru,R203,P1052,Online,Corporate,2,19028.24,0.0,11.0,No
ORD-105042,2024-06-27,South,Hyderabad,R215,P1039,Partner,Corporate,2,596.14,0.0,11.0,No
ORD-103823,2024-07-27,West,Mumbai,R209,P1033,Partner,Consumer,6,873.36,0.1,9.0,No
ORD-105761,2025-12-10,South,Hyderabad,R211,P1039,Partner,SMB,6,598.36,0.0,5.0,No
ORD-102824,2024-09-30,West,Ahmedabad,R205,P1016,Retail,Corporate,7,25453.48,0.05,3.0,No
ORD-100510,2024-06-08,East,Guwahati,R200,P1028,Online,Corporate,2,22567.3,0.0,10.0,No
ORD-101861,2025-04-20,North,Jaipur,R206,P1025,Online,SMB,7,16430.82,0.0,11.0,No
ORD-104076,2025-02-20,North,Delhi,R206,P1043,Online,Corporate,3,272.73,0.0,6.0,No
ORD-101359,2025-06-13,East,Patna,R200,P1007,Retail,Consumer,5,67142.45,0.0,7.0,No
ORD-101107,2025-06-24,East,Bhubaneswar,R200,P1010,Partner,SMB,5,75249.64,0.0,9.0,No
ORD-100533,2024-10-06,East,Patna,R208,P1022,Retail,Consumer,7,18038.42,0.0,8.0,No
ORD-104795,2024-06-20,North,Delhi,R218,P1030,Retail,Consumer,3,8316.21,0.05,7.0,Yes
ORD-103252,2024-07-02,North,Jaipur,R210,P1013,Partner,SMB,2,56754.77,0.0,10.0,No
ORD-102426,2024-12-15,West,Surat,R201,P1037,Partner,SMB,6,921.88,0.0,4.0,No
ORD-103782,2024-07-04,North,Jaipur,R202,P1017,Online,Consumer,2,12344.67,0.05,11.0,No
ORD-102168,2025-12-30,West,Ahmedabad,R217,P1036,Retail,Consumer,2,483.65,0.0,11.0,No
ORD-102668,2025-06-12,North,Lucknow,R210,P1002,Partner,Consumer,1,77758.72,0.0,5.0,No
ORD-100413,2024-06-10,North,Delhi,R210,P1004,Online,Consumer,4,72168.45,0.0,3.0,No
ORD-105455,2024-04-29,West,Ahmedabad,R201,P1022,Online,Corporate,1,18845.93,0.15,,No
ORD-105670,2025-03-30,North,Chandigarh,R214,P1026,Retail,SMB,5,8821.39,0.0,7.0,No
ORD-103313,2025-07-01,North,Chandigarh,R206,P1037,Retail,Corporate,3,879.57,0.1,10.0,No
ORD-105426,2025-01-21,South,Chennai,R203,P1005,Online,SMB,4,29381.84,0.0,4.0,No
ORD-102176,2024-05-19,East,Guwahati,R208,P1051,Partner,SMB,2,34056.2,0.0,5.0,No
ORD-104595,2025-10-01,North,Chandigarh,R210,P1002,Online,Consumer,5,77212.22,0.0,8.0,No
ORD-105790,2025-01-13,North,Chandigarh,R218,P1023,Retail,SMB,3,24707.03,0.2,10.0,No
ORD-102731,2024-04-26,East,Guwahati,R204,P1041,Retail,SMB,5,807.02,0.0,4.0,Yes
ORD-105013,2025-06-08,South,Kochi,R219,P1023,Retail,Corporate,3,24974.97,0.15,7.0,No
ORD-101730,2025-01-24,South,Bengaluru,R215,P1045,Online,Corporate,2,456.14,0.0,6.0,No
ORD-103602,2025-02-03,South,Hyderabad,R219,P1030,Partner,Corporate,2,8059.1,0.0,1.0,No
ORD-105393,2024-08-14,North,Chandigarh,R218,P1048,Retail,SMB,3,17559.48,0.0,5.0,No
ORD-101002,2025-03-16,South,Kochi,R211,P1003,Retail,Corporate,3,33262.09,0.1,1.0,Yes
ORD-105531,2025-05-19,North,Lucknow,R214,P1031,Partner,Corporate,2,863.43,0.0,4.0,No
ORD-105678,2024-10-06,North,Jaipur,R210,P1027,Partner,Consumer,9,23362.37,0.05,1.0,No
ORD-105572,2024-04-29,East,Patna,R204,P1048,Partner,Corporate,3,17893.56,0.0,7.0,No
ORD-104751,2025-05-06,West,Surat,R205,P1017,Online,Consumer,5,12514.87,0.0,6.0,No
ORD-100883,2024-10-23,West,Ahmedabad,R213,P1021,Partner,Corporate,2,16937.83,0.0,5.0,No
ORD-102736,2024-08-06,East,Guwahati,R200,P1035,Online,Consumer,3,327.24,0.0,11.0,No
